,id,emotion,utterance,cause_utterance,cause_span,input_text,start_index,end_index,emotion_label
878,dailydialog_tr_2467_utt_5_true_cause_utt_4_span_0,surprise,Really ! Did she tell you why she didn ' t show up ?,"It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !","supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !","Really ! Did she tell you why she didn ' t show up ? It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !",30,49,5
879,dailydialog_tr_2467_utt_6_true_cause_utt_1_span_0,anger,"No , but I ended up finding out later that night when I saw her with another man at a club near my home !",How is everything going with your girlfriend ?,everything going with your girlfriend ?,"No , but I ended up finding out later that night when I saw her with another man at a club near my home ! How is everything going with your girlfriend ?",28,33,0
880,dailydialog_tr_2467_utt_6_true_cause_utt_2_span_1,anger,"No , but I ended up finding out later that night when I saw her with another man at a club near my home !",Didn ' t I tell you ? It ' s over !,Didn ' t I tell you ? It ' s over !,"No , but I ended up finding out later that night when I saw her with another man at a club near my home ! Didn ' t I tell you ? It ' s over !",26,37,0
881,dailydialog_tr_2467_utt_6_true_cause_utt_4_span_2,anger,"No , but I ended up finding out later that night when I saw her with another man at a club near my home !","It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !","It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !","No , but I ended up finding out later that night when I saw her with another man at a club near my home ! It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !",26,60,0
882,dailydialog_tr_2467_utt_6_true_cause_utt_6_span_3,anger,"No , but I ended up finding out later that night when I saw her with another man at a club near my home !","No , but I ended up finding out later that night when I saw her with another man at a club near my home !",later that night when I saw her with another man at a club near my home !,"No , but I ended up finding out later that night when I saw her with another man at a club near my home ! No , but I ended up finding out later that night when I saw her with another man at a club near my home !",34,50,0
883,dailydialog_tr_2467_utt_8_true_cause_utt_1_span_0,anger,"I wanted to , but I knew that if I spoke to her , I'd just blow up at her , so I decided to just go home . I called her later that night , but she didn't answer the phone .",How is everything going with your girlfriend ?,everything going with your girlfriend ?,"I wanted to , but I knew that if I spoke to her , I'd just blow up at her , so I decided to just go home . I called her later that night , but she didn't answer the phone . How is everything going with your girlfriend ?",50,55,0
884,dailydialog_tr_2467_utt_8_true_cause_utt_2_span_1,anger,"I wanted to , but I knew that if I spoke to her , I'd just blow up at her , so I decided to just go home . I called her later that night , but she didn't answer the phone .",Didn ' t I tell you ? It ' s over !,Didn ' t I tell you ? It ' s over !,"I wanted to , but I knew that if I spoke to her , I'd just blow up at her , so I decided to just go home . I called her later that night , but she didn't answer the phone . Didn ' t I tell you ? It ' s over !",48,59,0
885,dailydialog_tr_2467_utt_8_true_cause_utt_4_span_2,anger,"I wanted to , but I knew that if I spoke to her , I'd just blow up at her , so I decided to just go home . I called her later that night , but she didn't answer the phone .","It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !","It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !","I wanted to , but I knew that if I spoke to her , I'd just blow up at her , so I decided to just go home . I called her later that night , but she didn't answer the phone . It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !",48,82,0
886,dailydialog_tr_2467_utt_8_true_cause_utt_6_span_3,anger,"I wanted to , but I knew that if I spoke to her , I'd just blow up at her , so I decided to just go home . I called her later that night , but she didn't answer the phone .","No , but I ended up finding out later that night when I saw her with another man at a club near my home !",later that night when I saw her with another man at a club near my home !,"I wanted to , but I knew that if I spoke to her , I'd just blow up at her , so I decided to just go home . I called her later that night , but she didn't answer the phone . No , but I ended up finding out later that night when I saw her with another man at a club near my home !",56,72,0
887,dailydialog_tr_2467_utt_8_true_cause_utt_8_span_4,anger,"I wanted to , but I knew that if I spoke to her , I'd just blow up at her , so I decided to just go home . I called her later that night , but she didn't answer the phone .","I wanted to , but I knew that if I spoke to her , I'd just blow up at her , so I decided to just go home . I called her later that night , but she didn't answer the phone .","I called her later that night , but she didn't answer the phone .","I wanted to , but I knew that if I spoke to her , I'd just blow up at her , so I decided to just go home . I called her later that night , but she didn't answer the phone . I wanted to , but I knew that if I spoke to her , I'd just blow up at her , so I decided to just go home . I called her later that night , but she didn't answer the phone .",79,94,0
888,dailydialog_tr_2467_utt_9_true_cause_utt_4_span_0,anger,I can ' t believe she would do that to you . It ' s so dishonest---and rude !,"It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !","supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !","I can ' t believe she would do that to you . It ' s so dishonest---and rude ! It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !",41,60,0
889,dailydialog_tr_2467_utt_9_true_cause_utt_6_span_1,anger,I can ' t believe she would do that to you . It ' s so dishonest---and rude !,"No , but I ended up finding out later that night when I saw her with another man at a club near my home !",later that night when I saw her with another man at a club near my home !,"I can ' t believe she would do that to you . It ' s so dishonest---and rude ! No , but I ended up finding out later that night when I saw her with another man at a club near my home !",34,50,0
890,dailydialog_tr_2467_utt_9_true_cause_utt_8_span_2,anger,I can ' t believe she would do that to you . It ' s so dishonest---and rude !,"I wanted to , but I knew that if I spoke to her , I'd just blow up at her , so I decided to just go home . I called her later that night , but she didn't answer the phone .","I called her later that night , but she didn't answer the phone .","I can ' t believe she would do that to you . It ' s so dishonest---and rude ! I wanted to , but I knew that if I spoke to her , I'd just blow up at her , so I decided to just go home . I called her later that night , but she didn't answer the phone .",57,72,0
891,dailydialog_tr_2467_utt_9_true_cause_utt_9_span_3,anger,I can ' t believe she would do that to you . It ' s so dishonest---and rude !,I can ' t believe she would do that to you . It ' s so dishonest---and rude !,It ' s so dishonest---and rude !,I can ' t believe she would do that to you . It ' s so dishonest---and rude ! I can ' t believe she would do that to you . It ' s so dishonest---and rude !,38,50,0
892,dailydialog_tr_2467_utt_10_true_cause_utt_1_span_0,anger,I know . I still haven ' t heard from her . The good thing is that I ' m so angry with her that I don ' t feel sad about not having her around .,How is everything going with your girlfriend ?,everything going with your girlfriend ?,I know . I still haven ' t heard from her . The good thing is that I ' m so angry with her that I don ' t feel sad about not having her around . How is everything going with your girlfriend ?,40,45,0
893,dailydialog_tr_2467_utt_10_true_cause_utt_2_span_1,anger,I know . I still haven ' t heard from her . The good thing is that I ' m so angry with her that I don ' t feel sad about not having her around .,Didn ' t I tell you ? It ' s over !,Didn ' t I tell you ? It ' s over !,I know . I still haven ' t heard from her . The good thing is that I ' m so angry with her that I don ' t feel sad about not having her around . Didn ' t I tell you ? It ' s over !,38,49,0
894,dailydialog_tr_2467_utt_10_true_cause_utt_4_span_2,anger,I know . I still haven ' t heard from her . The good thing is that I ' m so angry with her that I don ' t feel sad about not having her around .,"It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !","It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !","I know . I still haven ' t heard from her . The good thing is that I ' m so angry with her that I don ' t feel sad about not having her around . It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !",38,72,0
895,dailydialog_tr_2467_utt_10_true_cause_utt_6_span_3,anger,I know . I still haven ' t heard from her . The good thing is that I ' m so angry with her that I don ' t feel sad about not having her around .,"No , but I ended up finding out later that night when I saw her with another man at a club near my home !",later that night when I saw her with another man at a club near my home !,"I know . I still haven ' t heard from her . The good thing is that I ' m so angry with her that I don ' t feel sad about not having her around . No , but I ended up finding out later that night when I saw her with another man at a club near my home !",46,62,0
896,dailydialog_tr_2467_utt_10_true_cause_utt_8_span_4,anger,I know . I still haven ' t heard from her . The good thing is that I ' m so angry with her that I don ' t feel sad about not having her around .,"I wanted to , but I knew that if I spoke to her , I'd just blow up at her , so I decided to just go home . I called her later that night , but she didn't answer the phone .","I called her later that night , but she didn't answer the phone .","I know . I still haven ' t heard from her . The good thing is that I ' m so angry with her that I don ' t feel sad about not having her around . I wanted to , but I knew that if I spoke to her , I'd just blow up at her , so I decided to just go home . I called her later that night , but she didn't answer the phone .",69,84,0
